Titolo;URL;Timestamp;User;(Testo Citato);TESTO;Costruttore;Modello;Sentiment;Brand;Interni;Esterni;Meccanica;Prestazioni;Consumi/Autonomia;Motore;Elettrico;Fuoristrada;Elettronica di Bordo;Manutenzione;Assistenza/Concessionari
consumo olio;https://www.autopareri.com/forums/topic/7233-consumo-olio;09/06/2004 17:55;yakanet;;oggi ho controllato il livello dell'olio della mia lancia ypsilon 1.2 16v immatricolata a gennaio 04 con meno di 8000km quando me l'hanno consegnato il livello dell'olio era poco sopra il max adesso mi son trovato il livello a meta' tra minimo e massimo. l'avevo gia' controllato altre volte e vedevo che era diminuito ma pensavo ad un assestamento. secondo voi e' normale ? ? ;Lancia;Ypsilon;neutro;;;;;;;;;;;neutro;
Dubbi 320d touring nuovo;https://forum.quattroruote.it/threads/dubbi-320d-touring-nuovo.109830/page-2;09/04/2017 00:00;Nugua;"""Però 48 per la contadino fa un po' male al cuore""";I prezzi BMW sono random. Conoscendoli un po' scendono a un pelo sotto i 40. Comunque 60k e rotti per la ritmo f ( fpace ) sono pure parecchi. ;BMW;Ritmo fpace;negativo;negativo;;;;;;;;;;;
FPT - 1.9 MultiJet TST (Biturbo);https://www.autopareri.com/forums/topic/24111-fpt-19-multijet-tst-biturbo?&page=54#comments;27/12/2007 17:02;ItalianDriver;;Dany vuoi un motore di 200cv e quando ti dicono che avra 210cv ti lamenti... ;;;negativo;;;;;;;;;;;;
Lambo o Ferrari?;https://www.autopareri.com/forums/topic/23436-lambo-o-ferrari;18/01/2008 16:13;Rocket_Man;;Le lambo possono essere anche dei mostri da 5' al ring ma la ferrari non la cambierei con nessun'altra auto. Le ferrari hanno un'anima quando ci sali la senti quella sensazione di gloria passione e storia. Le lambo le vedo solamente come auto superprestazionali e basta ( con rispetto parlando... ) . E poi la reventon è proprio una cac.cata. Hanno preso la LP640 hanno messo la strumentazione del Caccia e delle forme più spigolose ( a mio avviso orrende... ) . Non me ne vogliate di lamborghinisti ma la Ferrari è quella che meglio interpreta il concetto di auto sportiva-gran turismo all'italiana. ;Lamborghini;Reventon;negativo;negativo;;negativo;;;;;;;negativo;;
Nuova Fiat Punto;https://www.bmwpassion.com/forum/threads/nuova-fiat-punto.10909/page-12;14/11/2004 00:00;mikharley;;"1.2 65CV: 155Km/h 0-100 in 14""5 0-1000m in 36""2 1.4 77CV: 165Km/h 0-100 in 13""2 0-1000m in 34""5 1.3 multijet 75CV: 165Km/h 0-100 in 16""6 0-1000m in 35""0 1.3 multijet 90CV: 175Km/h 0-100 in 11""9 0-1000m in 33""0 1.9 multijet 120CV: 190Km/h 0-100 in 10""0 0-1000m in 31""0 1.9 multijet 130CV: 200Km/h 0-100 in 9""1 0-1000m in 30""0 Attendo con ansia i 1.4 e 1.6 a benzina per avere una vettura più sprint a benzina. ";Fiat;Punto;neutro;;;;;;;;;;;;
Alfa 3.2 JTS V6 HF - Step 2;https://www.autopareri.com/forums/topic/25950-alfa-32-jts-v6-hf-step-2?&page=23#comments;05/05/2008 18:31;Prestige;;c'è modo e modo per dire le cose e il tuo fare provocatorio non è utile alle discussioni e se continui così continueremo a cancellarti i messaggi altroché ;;;negativo;;;;;;;;;;;;
I 100 anni di Maserati;https://www.autopareri.com/forums/topic/53672-i-100-anni-di-maserati?&page=4#comments;08/07/2014 10:22;sarge;;Eh insomma...non stai esponendo una macchinaqualunqueakilometrizero. Per carità probabilmente è una mancata registrazione della portiera una cosa che risolvi in 5 minuti dal carrozziere ma è come se la cucinotta sorridesse col rossetto sui denti.... ;;;negativo;;;;;;;;;;;;
FPT - 2.2 Multijet II 2015;https://www.autopareri.com/forums/topic/58516-fpt-22-multijet-ii-2015?&page=10#comments;17/06/2015 17:24;Cosimo;;minchia che occhio.. credevo fosse un riflesso in effetti è una soluzione già vista e piuttosto razionale ;;;positivo;;;;;;;;;;;;
Audi TT...;https://www.bmwpassion.com/forum/threads/audi-tt.11502/;10/06/2004 00:00;DESHI BASARA;"""L'audi TT è una bella macchina esteticament anche dentro l'abitacolo è fatta ben il motore spinge bene... poi però quando parti ti accorgi che tira dalla parte sbagliata!! Quindi ragazzi possiamo affermare tranquillamente che l'Audi TT è come un Viados... gran figone poi quando arriva il bello gli tiri giù le mutande e ti accorgi che ha il manganello... """;L'audi TT è una bella macchina esteticamente anche dentro l'abitacolo è fatta bene il motore spinge bene... poi però quando parti ti accorgi che tira dalla parte sbagliata ! ! Quindi ragazzi possiamo affermare tranquillamente che l'Audi TT è come un Viados... gran figone poi quando arriva il bello gli tiri giù le mutande e ti accorgi che ha il manganello... ;Audi;TT;negativo;;positivo;positivo;;negativo;;positivo;;;;;
Immagini curiose... Seconda parte;http://www.porschemania.it/discus/messages/10550/550221.html?1300689394;06/03/2011 17:35;goffredo;;altre ;;;neutro;;;;;;;;;;;;
Modeste proposte alla Suzuki per la Baleno;https://forum.quattroruote.it/threads/modeste-proposte-alla-suzuki-per-la-baleno.116549/;15/05/2018 00:00;A-80;"""L'alloggiamento per la ruota di scorta c' la follia sta nel rendere optional un elemento che dovrebbe essere presente su TUTTE le auto. Casomai sta poi al singolo scegliere se optare per ruota/ruotino o kit ma di base deve essere proposto.""";Concordo però loro si tutelano con questo kit ....o le runflat. Sarei per il ruotino di base con opzionale la ruota di dimensioni classiche ;Suzuki;Baleno;negativo;negativo;;;;;;;;;;;
Colonnina EVAD Fast Municipio Sant'Ilario d'Enza RE Piazzale Eugenio Curiel;https://www.forumelettrico.it/forum/topic1540.html?sid=9b3d6660a00250109c0902db2fb0b90b;27/09/2017, 8:52;roberto72;;"Pagheresti molto di più da App comunque. Da tessera sempre 0 4€ a kwh indipendentemente dalla velocità di ricarica. <img alt=""Immagine"" class=""postimage"" src=""https://images.spritmonitor.de/820587_2.png""> <br/>Impianto FV 4 7 kWp</img>";;;neutro;;;;;;;;neutro;;;;
Honda Civic 2011;https://www.autopareri.com/forums/topic/44488-honda-civic-2011?&page=12#comments;21/10/2011 07:12;Regazzoni;;"IMHO associare alla nuova Civic l'aggettivo ""banale"" è un ottimo modo per far ritenere che chi ha scritto il messaggio sia intervenuto nel topic della Civic solo per parlare di Citroen. Non certo di Civic. ";Honda;Civic;positivo;;;;;;;;;;;;
Mondiale F.1 2019 - GP dell'Azerbaijan;https://forum.quattroruote.it/threads/mondiale-f-1-2019-gp-dellazerbaijan.122242/page-18;2 Maggio 2019 alle 16:26;ALGEPA;;pour parler quando penso al dominio assoluto della Mercede e agli eventuali aiuti che avrebbe avuto mi viene automatica questa considerazione che ovviamente vuole essere del tutto personale chi gestisce la F1 lo fa per un ritorno economico ( anche giusto che sia cosi figuriamoci ) la Ferrari è il team più amato al mondo e con un seguito di tifosi e appassionati smisurato qualsiasi organo che vive di F1 può vedere il ritorno che ha quando la Ferrari vince e allo stesso modo constatare quanto meno ritorno ha quando la Ferrari non va bene e questo a partire dai Forum per passare ai canali televisivi e non ultimi agli spettatori che vanno ai GP e acquistano i gadget ora pensare che per quanto detto chi organizza la F1 favorisca un team e sfavorisce proprio la Ferrari perdendo un bel po di soldi mi sembra alquanto strano ;;;neutro;;;;;;;;;;;;
la batcaverna 635csi &co;https://www.bmwpassion.com/forum/threads/la-batcaverna-635csi-co.85405/page-153;15/06/2008 00:00;Vinx87;;e l'elettronica sarà un problema colossale con auto che probabilmente manco riusciremo più ad accendere ;;635 csi;negativo;;;;;;;;;;molto negativo;;
Scénic XMod - Topic Ufficiale;https://forum.quattroruote.it/threads/sc%C3%A9nic-xmod-topic-ufficiale.14456/page-190;27/10/2010 00:00;zioippo;Per il bluethoot ho controllato il sito renault ma per x mode non mi dà modelli preferiti...e io continuo ad avere problemi con n97 mini...rimane visualizzata la chiamata anche se è terminata...cade il collegamento vivavoce durante la comunicazione...e non riesco a rispondere ...ma...sett prossima faò un giro in concessionaria e vidiamo....cmq appena so qualcosa vi scrivo...buona domenica a tutti...... il tuo modello non è pienamente compatibile putropp puoi guardare per maggiori informazioni qui... http://www.planeterenault.com/forum/gps-navigation-topic-unique-carminat-n-c-gsm-bluetooth-compatibles-t20096.html http://www.megane3.fr/multimedia-f89/liste-des-telephones-compatibles-t270.html 'Per il bluethoot ho controllato il sito renault ma per x mode non mi dà modelli preferiti...e io continuo ad avere problemi con n97 mini...rimane visualizzata la chiamata anche se è terminata...cade il collegamento vivavoce durante la comunicazione...e non riesco a rispondere ...ma...sett prossima faò un giro in concessionaria e vidiamo....cmq appena so qualcosa vi scrivo...buona domenica a tutti...';Grazie...certo che è veramente una vergogna...i tel di ultima generazione non sono compatibili...non capisco il motivo..e sinceramente non ho voglia di cambiare tel per usare il vivavoce...ma bluethoot non è identico per tutti ? ... ;Renault;Scénic XMOD;negativo;;;;;;;;;;molto negativo;;
Q5 cambio automatico e trazione integrale;https://forum.quattroruote.it/threads/q5-cambio-automatico-e-trazione-integrale.118151/;01/09/2018 00:00;tamachri;;Allora se ho capito bene il cambio s-tronic è in pratica il dsg della vw ? ;;Q5;neutro;;;;;;;;;;;;
Abarth 124 rally RGT;https://forum.quattroruote.it/threads/abarth-124-rally-rgt.106123/page-3;31/12/2016 00:00;alfalele;;Ufficiale Andolfi sulla 124 ! ! speriamo ! ! Anche perchè è giovane e di belle speranze ! ;;;positivo;;;;;;;;;;;;
L'Alfa che vorresti;https://www.autopareri.com/forums/topic/17878-lalfa-che-vorresti?&page=5#comments;07/01/2006 21:28;lorenz82;;spero la tua sia una battuta. xke io sono lorenz82 e lui è lorenzo78 c'è differenza...la brera gta costerà decisamente di + di un'm3...poi m3 è a tp xciò sta sopra.:twisted: ;Alfa Romeo;Brera;negativo;;;;;;;;;;;;
Fiat Bravo;https://www.bmwpassion.com/forum/threads/fiat-bravo.30330/page-3;22/11/2004 00:00;Roger84;'carina questa nuova bravo.... sn curiosissimo di sapere come vanno in nuovi t-jet... da indiscrezioni sembra ke il 1.4 tjet 150cv testato sulla 147 vado quanto un 2.0ts inquinando e consumando molto meno...';sicuramente più bella della golf V ;Fiat;Bravo;positivo;;;positivo;;;;;;;;;
Quale soluzione per Pomigliano?;https://www.autopareri.com/forums/topic/22464-quale-soluzione-per-pomigliano;05/03/2007 10:18;DESMO16;;Chiusura ristrutturazione o nuovo complesso da riedificare insieme a maestranze migliori di quelle attuali ? ;;;neutro;;;;;;;;;;;;
AlfaRomeo Brera...topic ufficiale.;https://www.autopareri.com/forums/topic/16609-alfaromeo-breratopic-ufficiale?&page=65#comments;10/11/2005 02:39;T a u r u s;;personalmente lorenzo i materiali usati su concept colori etc mi piacciono ma quello che mi lascia un vuoto e lo stile che non mi convince dall'altra parte sono sicuro che le Z4 coupe' di serie avrano la stessa plancia e rivestimenti della roadster..del resto questa e' una versione concept ;Alfa Romeo;Brera;negativo;;;negativo;;;;;;;;;
aston martin db9;https://www.bmwpassion.com/forum/threads/aston-martin-db9.37140/;08/02/2006 00:00;trudy;;Cz... è un annetto che la incrocio andando in uni... e giusto ora che in uni non ci devo + andare me la sono trovata davanti Cz che ficata assoluta ! ! ! ! ! ! ed è in mano ad un vecchiazzo . ;Aston Martin;DB9;positivo;;;molto positivo;;;;;;;;;
Hyundai i70 spy;https://www.bmwpassion.com/forum/threads/hyundai-i70-spy.52931/;12/07/2006 00:00;fasolini6;;Concorrente di Audi A8 Mercedes classe S e BMW 7er.Motori V8 benzina/gasolio e si vocifera pure di un V12. Arriverà anche in europa ;Hyundai;i70 Spy;neutro;;;;;;;neutro;;;;;
la batcaverna 635csi &co;https://www.bmwpassion.com/forum/threads/la-batcaverna-635csi-co.85405/page-18;25/03/2004 00:00;batmobile;;Caspita davvero notevole.Ma li ha uguali solo come imbottitura o anche completamente come i coupè cioè ripiegabili in avanti ? ;;635 csi;positivo;;positivo;;;;;;;;;;
"Octavia RS con cerchi RS6 18"" --FOTO--";https://www.bmwpassion.com/forum/threads/octavia-rs-con-cerchi-rs6-18-foto.44905/page-6;12/12/2006 00:00;giofreddi85;;grandeeeeee cercavo proprio ieri il tuo numero di cellulare ma l'ho perso nel cambio scheda me lo mandi in pm ? ;;;positivo;;;;;;;;;;;;
Alfa Romeo 4C 2013;https://www.autopareri.com/forums/topic/56324-alfa-romeo-4c-2013?&page=546#comments;19/09/2013 07:34;Walker;;Eccerto ma scherzi ? Riesce a tenersi anche a SOLI 10.000 € in meno... Magari Diesel... ;Alfa Romeo;4C;positivo;;;;;;;;;;;;
Bel test Alfa 159;https://www.autopareri.com/forums/topic/17083-bel-test-alfa-159;24/11/2005 19:55;bialbero;;non ha detto che son sue ma che la giornata forse è la stessa ;;;neutro;;;;;;;;;;;;
mercato berline medie novembre;https://www.bmwpassion.com/forum/threads/mercato-berline-medie-novembre.20204/page-3;09/07/2004 00:00;amoscio;;Torno in topic Di A4 se ne vendono di meno perchè la gente non ne può + dei 650 restiling che hanno fatto....BASTAAAAAAAAAAAA Fate una A4 completamente nuova ! ! ! ! ! ! prima il muso poi rifanno il culo poi ritornano al muso poi i fanali a led poi la griglia anteriore BASTA ! ;Audi;A4;negativo;negativo;;negativo;;;;;;;;;
Suggerimento Forester - Levorg;https://forum.quattroruote.it/threads/suggerimento-forester-levorg.120501/page-21;01/03/2019 00:00;giorgiotoffa77;"'La mia legacy era top e poteva avere l'abbinamento con ""apposito pulsante ma non ce 'aveva...'mportaassai... Non uso neanche il telecomando ma chiudo a chiave... e a danzare tra le rotonde ed i cordoli non ho mai avuto nulla da invidiare ad altri...guidare bene mi preme... domani si parte per Monte Bianco e Piccolo San Bernardo...IMHO...'";Ripeto che hai ragione però... ;;Legacy;positivo;;;;;positivo;;;;;;;
Museo Alfa Romeo: finalmente il TAR ha respinto il vergognoso ricorso contro il vincolo.;https://forum.quattroruote.it/threads/museo-alfa-romeo-finalmente-il-tar-ha-respinto-il-vergognoso-ricorso-contro-il-vincolo.49441/page-64;15/10/2011 00:00;giampi47;;Ora l'ultima foto di Balbo perche' le ultime 3 foto che postero' io credo che faranno veramente piacere a tutti. Si tratta di un aereo bellissimo ed amatissimo. Sorpresa Attached files /attachments/1134037=6565-DSCF3025.JPG ;;;positivo;;;;;;;;;;;;
domande per renault_it;https://forum.quattroruote.it/threads/domande-per-renault_it.4781/page-73;03/08/2010 00:00;renault_it;;Io personalmente non ne sono a conoscenza ma sono lontano dall'onniscienza ! Fossi in te per questo tipo di faccenda mi rivolgerei anche al servizio clienti Renault in modo tale da avere la certezza che la pratica è stata aperta ! ;Renault;;neutro;;;;;;;;;;;;neutro
Lancia Thema 2011;https://www.autopareri.com/forums/topic/41888-lancia-thema-2011?&page=256#comments;18/09/2012 12:01;bivotar;;"La mia ancora no sto aspettando l'immatricolazione. Comunque Forse Voi non lo sapete ma le targhe della Lancia Thema vengono cesellate e dipinte a mano da un monaco Tibetano che ha la veneranda età di 179 anni. Quindi immagina tu i tempi: le targhe metalliche grezze vengono inviate in Tibet. Da li il monaco le prende una per una e quando si sente in forma ( ? ) le cesella con amore dopodiché provvede a dipingere a mano lettera per lettera utilizzando un inchiostro ricavato dalla clorofilla delle sequoie ( che in Tibet non ci sono ovviamente quindi la botticina d'inchiostro arriva una volta al mese dalla California ) . Alla fine di suddetta amorevole operazione le targhe vengono spedite a valle sul dorso di un ""minollo tibetano"" ( Citaz. da La Smorfia ) e da li rispedite in Italia Massìììì prima o poi arriverà ";Lancia;Thema;negativo;;;;;;;;;;;;molto negativo
Audi TT MY 2019 per i 20 anni del modello;https://forum.quattroruote.it/threads/audi-tt-my-2019-per-i-20-anni-del-modello.117508/;19/07/2018 00:00;andrea.macri.1@gmail.com;"""Per me una vettura come l'Audi TT va presa in versione base o al massimo intermedia. Se si sale di potenza tanto vale prendere una Porsche.""";Concordo al 100% ! Comunque 2.0 da 306cv è molto spinto come motore ! ;Audi;TT;positivo;;;;;;;positivo;;;;;
la batcaverna 635csi &co;https://www.bmwpassion.com/forum/threads/la-batcaverna-635csi-co.85405/page-31;02/07/2007 00:00;nico320;"""Il bollo sì.... Ahimè (pago per la M3 e3 che fa forse 200 km all'anno..)""";Ma i bbs che fine hanno fatto ? ;;M3 E3;neutro;;;;;;;;;;;;
"Che gomme da 18"" doppia misura?";http://www.porschemania.it/discus/messages/502415/777276.html?1463676228;26/04/2016 09:33;bernyit2001;;Devo cambiare le gomme della mia Boxter 986 2.5 del 1999 e volevo avere dei consigli su che marca e modello montare senza dover accendere un mutuo ! Le misure sono 265/35ZR18 al posteriore e 225/40ZR18 all'anteriore...;;Boxter 986;neutro;;;;;;;;;;;;
Basta mi sono stancato: passo in Alfa;https://www.bmwpassion.com/forum/threads/basta-mi-sono-stancato-passo-in-alfa.26339/;17/08/2005 00:00;piccinino;;Come da oggetto. ;Alfa Romeo;;positivo;positivo;;;;;;;;;;;
ENEL FAST SIENA COOP Strada delle Grondaie 1;https://www.forumelettrico.it/forum/topic4307.html?sid=9b3d6660a00250109c0902db2fb0b90b;11/12/2018 20:34;Deen;;È una buona cosa constatare che l’accordo con Conad non è “esclusivo” se non sbaglio non è neanche la prima Coop in cui viene installata una fast...Coop in realtà sta installando anche fast proprie nei propri punti vendita ma al momento solo in Lombardia...;;;positivo;;;;;;;;neutro;;;;
Incentivo per rottamare uno scooter L1 per un L3;https://www.forumelettrico.it/forum/incentivo-per-rottamare-uno-scooter-l1-per-un-l3-t4787-10.html?sid=1c3a99d7530745a920dbc9d08b29704a&sid=1c3a99d7530745a920dbc9d08b29704a;11/03/2019 15:19;Adri66;;"Stamattina mi sono armato di ""santa pazienza"" ed ho spedito una ""istanza di interpello ordinario in merito alla LEGGE 30 DICEMBRE 2018 n.145 comma 1057"" via PEC alla AGENZIA delle ENTRATE proponendo la soluzione interpretativa seguente:PER L’ACQUISTO DI UN VEICOLO ELETTRICO NUOVO APPARTENENTE ALLE CATEGORIE L1 E L3 SI POSSA CONSEGNARE INDISTINTAMENTE PER LA ROTTAMAZIONE UN VEICOLO DELLE MEDESIME CATEGORIE L1 E L3 DI TIPO EURO 0 1 o 2Ora vediamo se/quando mi rispondono sebbene in assenza di un riscontro nei tempi previsti valga la formula del SILENZIO-ASSENSOhttps://www.agenziaentrate.gov.it/wps/content/Nsilib/Nsi/Schede/Istanze/Scheda+Interpello/Tipologie+di+interpello_/Interpello+ordinario_/ ? page=istanzecomunicazionicitt";;;neutro;;;;;;;;;;;;
Alfa Romeo Stelvio;https://forum.quattroruote.it/threads/alfa-romeo-stelvio.103307/page-15;22/11/2016 00:00;arizona77;;"A completamento. Per me gli interni sono ancora piu' importanti della carrozza in se'. Quelli li ho sottocchio di continuo.... quella passati i primi innamoramenti passa in "" secondo "" piano ";Alfa Romeo;Stelvio;neutro;;neutro;positivo;;;;;;;;;
Civic 1.6 i-dtec consumi e considerazioni varie;https://forum.quattroruote.it/threads/civic-1-6-i-dtec-consumi-e-considerazioni-varie.102848/;09/03/2016 00:00;Barack;;Ciao ! Anch'io ho una Civic motorizzata come la tua ma lifestyle. Sono molto contento dell'auto e di tutte le sue qualità. In merito ai consumi ti posso dire che io ho medie più o meno analoghe alle tue ma devo dire non sono un economy runner anzi :twisted: di contro ti dico che quando non ho fretta e guido tranquillo i 20 kml li vedo con facilità e in più di un'occasione ho misurato questo dato da pieno a pieno. In autostrada la macchina va benissimo pochi fruscii e infonde una sicurezza tale da trovarsi senza accorgersene a velocità ben superiori a quelle di codice. La mia adesso ha 8500km. In merito al tagliando ti posso dire che questa cosa l'avevo notata con la frv 2.2 accompagnata da una diversa regolazione anche dello stacco della frizione. Ti dirò dopo il tagliando della mia ! ;;Civic;positivo;;;;;positivo;positivo;;;;;;
spie errori dopo aver staccato la batteria e alza cristalli che non funziona;https://www.bmwpassion.com/forum/threads/spie-errori-dopo-aver-staccato-la-batteria-e-alza-cristalli-che-non-funziona.338813/;19/02/2016 00:00;wewwo;;ciao ragazzi mi servirebbe una mano oggi dovevo smontare l airbag al mio serie1 stacco il negativo dalla batteria smonto l airbag faccio un lavoretto al volante e ri monto tutto attacco la batteria accendo l auto e mi fa tantissime spie di errore e sopratutto non mi funzionano gli alzacristalli dalla pulsantiera lato guida anteriore. Qualcuno sa cosa puó essere ? ;;Serie 1;neutro;;;;;;;;;;;neutro;
Fiat Punto 2012;https://www.autopareri.com/forums/topic/50416-fiat-punto-2012?&page=74#comments;19/01/2012 10:52;RiRino;;Cmq se la evo la si prende non in allestimento base con i cerchi in lega non è proprio male....ultimamente mi capita di vederne una bianca ( che certamente non è il colore migliore sulla evo ) con le fasce dei paraurti in grigio chiaro ( quelle piano black sono meglio ) cerchi in lega certo la linea è un pò troppo carica ma si lascia guardare a differenza delle versioni base con le coppe di plastica caso mai bianche imho inguardabili... ;Fiat;Punto Evo;positivo;;;positivo;;;;;;;;;
Piccola storia del tracollo Alfa Romeo;https://forum.quattroruote.it/threads/piccola-storia-del-tracollo-alfa-romeo.120374/page-6;01/03/2019 00:00;?angelo0;"""essere paragonati a Porsche e' ambizios ma stimolante a Mazd avvilente....Vedi tu""";Perché ti senti avvilito che le due da te preferite Audi e BMW siano stati allo stesso modo paragonate con la Mazda... ;Mazda;;neutro;neutro;;;;;;;;;;;
MINI ONE D 55KW 2005 pedale frizione rimane giù.;https://forum.quattroruote.it/threads/mini-one-d-55kw-2005-pedale-frizione-rimane-gi%C3%B9.53782/;25/07/2011 00:00;jackari;;il tuo 2.4 la frizione non ce l'ha ? ? :lol: ;Mini;One D;neutro;;;;;;;;;;;;
Che auto è questa?;https://www.bmwpassion.com/forum/threads/che-auto-%C3%A8-questa.12396/;01/07/2004 00:00;Micky;'alfa romeo sz zagat una meraviglia ';Oggi al supermarket ho incontrato questa specie di alfa strana...... Ma di cosa si tratta esattamente ? ? ? ? ;Alfa Romeo;SZ Zagat;neutro;;;;;;;;;;;;
Nissan Micra 2017;https://www.autopareri.com/forums/topic/62010-nissan-micra-2017;29/09/2016 09:50;calatrava;;Un pò Astra un pò Infiniti un pò tante altre cose.....Mal di mare........... ;Nissan;Micra;negativo;;;negativo;;;;;;;;;
Mark Levinson? Scarso il giudizio di Quattroruote;https://forum.quattroruote.it/threads/mark-levinson-scarso-il-giudizio-di-quattroruote.103143/page-2;25/03/2016 00:00;scipione1;;Perché l'algoritmo dietro alla compressione mp3 è del tipo lossy cioè per comprimere la musica tralascia volutamente determinate informazioni ( di solito quelle frequenze non udibili dall'orecchio umano ) e così una volta eliminate queste informazioni non è poi possibile ripristinarle. Un po' come fare il riassunto dei Promessi Sposi come faceva il Bignami: la sostanza c'è sempre ma si perdono passaggi interessanti come la descrizione della peste etc. Ricordo il Bignami di Storia che nella guerra dei cent'anni saltava passaggi interi con la frase dopo alterne vicende... ;;;neutro;;;;;;;;;;;;
Alfa Romeo 4C 2013;https://www.autopareri.com/forums/topic/56324-alfa-romeo-4c-2013?&page=590#comments;27/09/2013 14:44;Matteo B.;;si quello che fa i porno ;Alfa Romeo;4C;neutro;;;;;;;;;;;;
Forester 2016;https://forum.quattroruote.it/threads/forester-2016.101541/page-6;04/06/2016 00:00;Heniadir;'è il costo dei tagliandi Subaru ad essere uno scoglio importante.';Importante ? Forse per te che stai impestando ogni 3D con il costo dei tagliandi se proprio sei ossessionato apri un 3D specifico no inoltre sul forester e' spuntato un 3D sui tagliandi vai e scatenati. ;Subaru;Forester;neutro;;;;;;;;;;;;
villa d'este cernobbio;https://www.bmwpassion.com/forum/threads/villa-deste-cernobbio.127607/;04/09/2008 00:00;gae81;;"si avvicina villa d'este il concorso di eleganza bmw.. qualcuno di voi ""leggendari"" ha la possibilità di avere biglietti per poterci andare ? ? abito a 5 minuti ma entrare a villa d'este è impossibile.. sono bene accetti anche ingressi per la domenica a villa erba ! ! grazie ! ! ";;;neutro;;;;;;;;;;;;
Abarth 124 GT 2018;https://www.autopareri.com/forums/topic/64621-abarth-124-gt-2018?&page=4#comments;03/03/2018 10:23;gianmy86;;Mai visto. Nemmeno credevo esistesse. Solo qualche sparuta Roadster-coupè che mi piace meno. Così molto meglio. ;Abarth;124 GT;positivo;;;;;;;;;;;;
Sondaggi e questionari vari sulla mobilità elettrica;https://www.forumelettrico.it/forum/voglio-capire-come-funziona-la-mobilita-elettrica-t5433-30.html?sid=8b8d4eb4641d5d32a257dae81f149e26&sid=8b8d4eb4641d5d32a257dae81f149e26;09/01/2019 11:31;KITT;"'Ciao Annamari Io purtroppo non posseggo una stazione di ricarica fissa ma un caricatore portatile (che onestamente non può essere definita ""colonnine per la ricarica"") che però svolge la stessa funzione e può addirittura trasformarsi in ""colonnina"" se montata da un elettricista che rilascia DICO.La differenza è sottil ma c'e quindi non so esattamente cosa chiedete.Nel caso in cui siate dunque a corto di intervistati e decideste di aprire le fil dimmelo che compilo il form (per ora non vi faccio perdere tempo con candidature inutili).Le altre caratteristiche le posseggo.NOTA: quando scade l'iniziativa?Perchè se è entro 6 mes magari la colonnina ce l'ho. Utile specificare la data anche per chi leggerà questo messaggio in futuro.'";Ciao Selidori dal momento che non escludiamo la possibilità di allargare il nostro campo di ricerca in virtù della disponibilità da te dimostrata ci piacerebbe capire meglio da cosa è stata guidata la tua scelta di acquistare un caricatore portatile anzichè dotarti di una box station/colonnina e presso che tipo di rivenditore hai acquistato il dispositivo di ricarica.Hai scelto il caricatore indipendentemente dal gestore di energia elettrica che avevi in casa ? Ovviamente senza impegno ci piacerebbe solo riuscire ad includerti nella ricerca.Grazie in anticipo ;;;neutro;;;;;;;;neutro;;;;
Alfa Romeo Giulia Quadrifoglio 2016;https://www.autopareri.com/forums/topic/58587-alfa-romeo-giulia-quadrifoglio-2016?&page=552#comments;04/11/2015 19:03;pennellotref;;"Dico la mia..... L'uditorio tutto è a conoscenza di due fatti incontrovertibili in quanto accertati da dichiarazioni ufficiali: modifiche nella successione dei modelli Alfa Romeo in uscita causa mercato cinese cagionevole di salute con particolare riferimento a quello delle importazioni annuncio ufficiale di circa un mese fa da parte dell'organizzatore del salone di LA che quello Alfa sarà il marchio d'onore del salone medesimo che vedrà il brand italiano al centro di una serie di iniziative nella settimana prima del via della manifestazione e che culminerà con la presentazione di un modello inedito. Ora.........Delle due l'una: o nel giro di pochi giorni ( il salone parte il 18 corrente mese se non erro ) arriverà notizia che non se ne fa nulla oppure Ciferri ( o le famigerate fonti ) sono inaffidabili almeno limitatamente al caso della Quadrifoglio che logica vuole sarà il modello in attesa di presentazione a LA. Oppure Ciferri la sa lunga e Alfa presenterà un ""misteriosissimo"" concept.....Oppure Ciferri la sa ancora più lunga e in Alfa sono dei pazzi scatenati da internare prima di subito perchè presenteranno un modello che sarà poi commercializzato in USA non prima di un anno ipotizzando che essendo l'articolo apparso su Autonews Europe la nuova deadline del Ciferri si riferisca al lancio in Europa.........You never know....... ";Alfa Romeo;Giulia Quadrifoglio;neutro;;;;;;;;;;;;
Ypsilon: Sport e 1.3 90cv dopo il 2005?;https://www.autopareri.com/forums/topic/11908-ypsilon-sport-e-13-90cv-dopo-il-2005?&page=5#comments;04/04/2005 14:27;blueyes;;fraziona' ogni auto che dici che ti vuoi fare poi la tolgono dalla produzione...portassi un po sfiga ? ? ? Comprate la Y10 e non nominarne altre per adesso va...fai il piacere.... e non nominare la 3+1 per nessuna ragione al mondo che e' l'unica cosa che ci e' rimasta.... ;;Ypsilon;negativo;;;;;;;;;;;;
Primi 50000km con la mia MX-5 !!!;https://www.autopareri.com/forums/topic/31685-primi-50000km-con-la-mia-mx-5;14/12/2008 11:07;luc@;;"Comunque macchina davvero affascinante. Ribadisco però il mio dubbio sulla validità delle motorizzazioni soprattutto per i consumi. Hai problemi con la capote ? Infiltrazioni ? Rumorosità ? Bisogna usare prodotti specifici per mantenerla ""in forma"" ? ";;MX-5;positivo;;;positivo;;;negativo;;;;;neutro;
