Titolo,URL,Timestamp,User,(Testo Citato),TESTO,Costruttore,Modello,Brand,Interni,Esterni,Meccanica,Prestazioni,Consumi/Autonomia,Motore,Elettrico,Fuoristrada,Elettronica di Bordo,Manutenzione,Assistenza/Concessionari
Spia Livello olio,https://forum.quattroruote.it/threads/spia-livello-olio.115203/,2018-03-02 00:00:00,elancia75,"""Assurdo o non assurdo è scritto nel libretto. Comunque appleparma scrive di aver spento subito il motor come prescritto. Direi un guasto molto grav che anche a me ha fatto pensare a una non perfetta riparazione del noto difetto albero a camm di cui peraltro il proprietario non fa menzione. Vedi l'allegato 6520 """,Problema che pare affliggesse alcune vetture fino al settembre del 2013 da quanto ho letto. Quindi può ricadervi... ,,,,,,,,,,,,,,
VW Golf V GTI. pro e contro?,https://www.bmwpassion.com/forum/threads/vw-golf-v-gti-pro-e-contro.14608/,2004-09-24 00:00:00,davx3,,la sta per prendere il compagno di mia sorella... pro e contro che conoscete ? ,,,,,,,,,,,,,,
BMW Motorsport Legnaro (PD) - Pessimi,https://www.bmwpassion.com/forum/threads/bmw-motorsport-legnaro-pd-pessimi.74857/,2008-04-10 00:00:00,lordDIESEL,,Davvero pessimi ! Questa mattina il venditore mi chiama e mi fa: guardi io gliela posso dare a 500 euro in meno che da ceccato motors ! Quando vuole sono qui ! Tutto entusiasta gli faccio: questo pomeriggio firmo subito ! Sapete cosa ha fatto quando sono andato li ? ? Si è messo a tirar fuori scuse che a quel prezzo non me la poteva dare si era sbagliato non aveva fatto i conti e mi faceva lo stesso prezzo di ceccato ! ! Gli ho detto: intanto lei mi aveva detto 500 euro in meno e mi ha fatto fare 1 ora di strada a vuoto ! Complimenti ! ! Allora mi fa: guardi al massimo posso toglierle altri 100€ ma non di piu a meno soldi non gliela do ! Ok buonasera la prendo altrove 100 euro di sconto dopo che mi prende in giro ? ! Ma almeno 200 ! Anche perchè l'altro concessionario mi è molto più comodo. Pessimiiiiiiiiiiiiiiiiiiii competenza venditore pari a zero ! Mi chiami promettendomi 500 euro in meno di un altro concessionario mi fai fare 1 ora di strada e poi mi tiri fuori scuse ? Si è giustificato dicendo degli aumenti ! C*zzi tuoi ! Ti fai i conti prima di farmi offerte e farmi fare 1 ora di strada con 40 gradi ! Avevo già sentito che come concessionario non era il massimo ma se uno ti chiama e ti dice la macchian te la do a tot cosa devo dirgli ? è sicuro si è fatto i conti per bene ? ? Ma porca miseria... Mi ha fatto perdere un pomeriggio intero veramente i peggiori... Mi hanno fatto passare la voglia di comprarmi la macchina... ,,,,,,,,,,,,,,
Jeep Renegade 2014,https://www.autopareri.com/forums/topic/56342-jeep-renegade-2014?&page=421#comments,2015-02-02 16:01:33,Aymaro,,imho sarebbe furba una versione simile a questa ma trailhawk cioè piu fuoristradistico ma in allestimento base tipo panda precedente 4x4 adventure ,,,,,,,,,,,,,,
CONCESSIONARI/OFFICINE in e OUT divise per Regioni,https://www.bmwpassion.com/forum/threads/concessionari-officine-in-e-out-divise-per-regioni.39118/page-5,2006-09-08 00:00:00,victorl,"""Ragazzi io sono di Modena é per quanto riguarda l'assistenza per tagliand riparazion montaggio accessor et ho avuto esperieze pessime con AUOTOCLUB Modena (OUT al 100%) pensate che per aggiustarmi le manopole del condizionatore mi hanno rotto tutti gli attacchi della mascherina della plancia.. per una macchina in sostituzione devi aspettare 2 mesi.. e per un preventivo per un lavoro ...pregare la madonna di lourdes..ma non arriva cmq. Da qualche anno invece mi servo di: REGGIOMOTOR Via Fratelli Cervi 9 Reggio Emilia (ha anche una sede a Rubiera sulla via Emilia..) Tel. officina: 0522 38 5636 (Sig.na Sar gentilissima!) Sono molto professional mi hanno fatto sempre tutti i tagliandi e riparazioni previo preventivo firmato e tutto nei tempi stabiliti! Concludendo: AUTOCLUB Modena - OUT all'infinito REGGIOMOTORI Reggio Emilia - IN""",Ti consiglio di valutare anche le offerte dei privati. :wink: ,,,,,,,,,,,,,,
la batcaverna 635csi &co,https://www.bmwpassion.com/forum/threads/la-batcaverna-635csi-co.85405/page-112,2004-03-25 00:00:00,batmobile,'Da dai!!!! Dai che si fà!!! Lo porto anche io il vino!!!',,,,,,,,,,,,,,,
Display consumo tempo reale Subaru XV,https://forum.quattroruote.it/threads/display-consumo-tempo-reale-subaru-xv.109363/,2017-03-17 00:00:00,Suby01,,Continuo a non capire. A parte che vedo tre calcoli medi di consumo su un unico display non mi pare il massimo della chiarezza. Ma se nei primi metri 100 metri fai 71l/100km questi influiranno infinitesimalmente su un tragitto per esempio di 100k ad una media di 5l/100km. ,,,,,,,,,,,,,,
Motori Turbo,https://www.autopareri.com/forums/topic/15877-motori-turbo?&page=26#comments,2005-10-15 22:58:06,Blu Pitti,,è la migliore risposta che potevi dare ! Bravo ! ! ,,,,,,,,,,,,,,
Kia Sportage - Ordini e tempi di consegna,https://www.autopareri.com/forums/topic/41594-kia-sportage-ordini-e-tempi-di-consegna?&page=264#comments,2011-12-02 12:31:19,vincirosa,,Ciao simone facci sepera presto notizie della sporty ,,,,,,,,,,,,,,
Acquisto 453,https://forum.quattroruote.it/threads/acquisto-453.111956/page-2,2017-09-09 00:00:00,U2511,,"Diciamo che la 450 e la 451 vanno manutenzionate o in SC o da uno realmente ""preparato"". Troppe volte non so assolutamente se questo sia il caso proprio sulla regolazione della frizione automatica e/o sul cambio ho visto pasticci inenarrabili. ",,,,,,,,,,,,,,
Con 10.000 euro..,https://www.bmwpassion.com/forum/threads/con-10-000-euro.44688/,2004-08-23 00:00:00,mamo,'Mi prenderei una renault clio 1.5 dc la più economica in circolazione per così nel frattempo risparmio il più possibile per comprarmi una BM!',che usato prendereste ? di qualsiasi tipo sparate possibilità magari con un link di auto in vedita che avete visto in giro...grazie mille ,,,,,,,,,,,,,,
Maserati Ghibli M.Y. 2017,https://www.autopareri.com/forums/topic/61896-maserati-ghibli-my-2017?&page=7#comments,2016-09-23 16:26:09,KimKardashian,,Infatti di quella generazione il 90% erano tutte diesel quelle vendute in europa ( che comunque ha venduto pochissimo pure se si include la versione benzina ) ma han puntato sull immagine dell ibrido con la nuova serie perche comunque la produzione della IS globale non é elevata ( 7mila al mese ) e continuare a produrre in poche unita un motore specifico per la IS in un mercato non redditizio non conviene. Anche la GS era prevista col 2.2 diesel ma non é mai visto entrata in produzione ,,,,,,,,,,,,,,
Alfa 156 GTAm 3.7,https://www.bmwpassion.com/forum/threads/alfa-156-gtam-3-7.14613/,2005-06-22 00:00:00,lelesch81,"""Molto bella apparte effettivamente quella linea sui passaruota posterior che s son belli un po bombati...ma dagli na' sistemata ca**o ! Cmq visto che non hanno una sega di voglia di tornare alla TP falla almeno 4x4 ! mi butti 400 cavalli tutti sull'avantreno ??? se al semaforo gli si presenta di fianco un bel Pandino leggero ancora con le sue oneste balestr il primo mezzo metro prende paga da 30 cv (intanto che lui scalda le gomme sul posto..) .....cmq bella... """,Versione Autodelta. Discutibile il kit estetico nel posteriore. Motore 3.7 V6 ( il Busso ) con volumetrico Rotrex C38 per una potenza di oltre 400CV. Tl tutto su una trazione anteriore con differenziale autobloccante meccanico. Per la serie: come rompersi i polsi 0-100kmh in 4.8s velocita max: 287kmh ,,,,,,,,,,,,,,
Improvviso aumento di consumi?,https://forum.quattroruote.it/threads/improvviso-aumento-di-consumi.41568/,2010-11-26 00:00:00,Francoscali,,Da circa un mese e mezzo noto un aumento di consumi della mia Jazz. Di solito i valori si accostavano tra i 4.8 e i 5.4 l/100 km adesso stanno intorno al 6 o anche 6.2 Il modello è una jazz 1.2 elegance. Sapreste darmi una spiegazione ? : ? ,,,,,,,,,,,,,,
domande per renault_it,https://forum.quattroruote.it/threads/domande-per-renault_it.4781/page-76,2010-09-10 00:00:00,darunia,,"Caro Renault.it a seguito della ineseguita richiesta di far inserire i bixeno sulla mia x-mod in consegna ed ottobre ti chiedo di esprimerti su questo mio ulteriore quesito. Dovendo rinunciare alle ""luci diurne"" complemento dei fari bixeno che saranno obbligatorie per le nuove immatricolazioni dal febbraio 2011 avrei pensato di dotare la mia nuova autovettura di un set aftermarket della Philips ( di qualità dato anche il costo ) . In sostanza il set consiste di due fari schiacciati contenenti cinque LED ognuno da inserire al centro delle mascherine argentate poste sul frontale così da conferire all'auto un aspetto ( non TAMARRO ) anche gradevole. Il punto è questo: se facessi montare questo set ( che peraltro andrebbe collegato al pos e neg ) presso una officina autorizzata Renaultm credi che possa inficiare la garanzia legale ? Perdona la sintesi ! ",,,,,,,,,,,,,,
Suzuki Swift: Pedale del freno che cede se freno bruscamente su buche...,https://forum.quattroruote.it/threads/suzuki-swift-pedale-del-freno-che-cede-se-freno-bruscamente-su-buche.110949/,2017-08-02 00:00:00,lukkinen,,sono problemi avuti anche con una Toyota semplicemente interpretazioni del sensore abs che non capisce le buche e le sconnessioni io ho tenuto il problema a vita dell'auto ! in breve abs di progetto che fa schifo non ci pensare. ,,,,,,,,,,,,,,
Regolazione barre antirollio,http://www.porschemania.it/discus/messages/10548/730619.html?1427562745,2015-03-22 20:39:00,vittorio1971,,Mai usato in pista. Confermo quanto scritto da Geno: Rispetto all'originale sul guidato per\xf2 \xe8 tutta un'altra cosa. Sterzo molto pi\xf9 preciso e una guida molto pi\xf9 neutra. Sullo sconnesso ( strade comuni ) si sente tutto. Considerando tutto un buon assetto anche se su una cabrio vista la tipologia di auto un po' troppo rigido. Curiosit\xe0. Appena montato l'auto era pi\xf9 alta di prima dopo un po' di strada \xe8 andato all'altezza giusta ed \xe8 rimasto l\xec. Esteticamente anche solo un cm comnque si vede eccome,,,,,,,,,,,,,,
Scénic XMod - Topic Ufficiale,https://forum.quattroruote.it/threads/sc%C3%A9nic-xmod-topic-ufficiale.14456/page-12,2009-12-09 00:00:00,Ernst?,,"Alcune foto nuove... Videocamera su carminat tomtom Le varie combinazioni del monitor tft <img alt=""[​IMG]"" class=""bbCodeImage LbImage"" data-url=""http://images.forum-auto.com/mesimages/804142/P1010340.jpg"" src=""http://images.forum-auto.com/mesimages/804142/P1010340.jpg""/> <img alt=""[​IMG]"" class=""bbCodeImage LbImage"" data-url=""http://images.forum-auto.com/mesimages/814432/IMGP2286b.jpg"" src=""http://images.forum-auto.com/mesimages/814432/IMGP2286b.jpg""/> <img alt=""[​IMG]"" class=""bbCodeImage LbImage"" data-url=""http://images.forum-auto.com/mesimages/814432/IMGP2288b.jpg"" src=""http://images.forum-auto.com/mesimages/814432/IMGP2288b.jpg""/> <img alt=""[​IMG]"" class=""bbCodeImage LbImage"" data-url=""http://images.forum-auto.com/mesimages/814432/IMGP2308b.jpg"" src=""http://images.forum-auto.com/mesimages/814432/IMGP2308b.jpg""/> <img alt=""[​IMG]"" class=""bbCodeImage LbImage"" data-url=""http://images.forum-auto.com/mesimages/814432/IMGP2309b.jpg"" src=""http://images.forum-auto.com/mesimages/814432/IMGP2309b.jpg""/> <img alt=""[​IMG]"" class=""bbCodeImage LbImage"" data-url=""http://images.forum-auto.com/mesimages/814432/IMGP2310b.JPG1..jpg"" src=""http://images.forum-auto.com/mesimages/814432/IMGP2310b.JPG1..jpg""/> <img alt=""[​IMG]"" class=""bbCodeImage LbImage"" data-url=""http://images.forum-auto.com/mesimages/814432/IMGP2311b.jpg"" src=""http://images.forum-auto.com/mesimages/814432/IMGP2311b.jpg""/> <img alt=""[​IMG]"" class=""bbCodeImage LbImage"" data-url=""http://images.forum-auto.com/mesimages/814432/IMGP2312b.jpg"" src=""http://images.forum-auto.com/mesimages/814432/IMGP2312b.jpg""/> <img alt=""[​IMG]"" class=""bbCodeImage LbImage"" data-url=""http://images.forum-auto.com/mesimages/814432/IMGP2313b.jpg"" src=""http://images.forum-auto.com/mesimages/814432/IMGP2313b.jpg""/>",,,,,,,,,,,,,,
Alfa Romeo 4C,https://forum.quattroruote.it/threads/alfa-romeo-4c.74909/page-160,2015-02-25 00:00:00,albo89,"""sara' uno show televisivo ma le recensioni le fanno feroci.guarda caso uno di top gear hammon si è comprato una 4c!""","e bravo Richard era l'unico dei 3 che non aveva mai auto alfa Jeremy e James invece si infatti alla domanda ""quale auto che avete avuto non avreste dovuto/voluto vendere ? "" Jeremy ha risposto Alfa GTV6 e James 166 V6 ",,,,,,,,,,,,,,
Modello T4,https://www.autopareri.com/forums/topic/14237-modello-t4,2005-07-14 06:55:21,bialbero,,mi pare di ricordare che Alfa prima diu raggiungere un accordo con la Fiat e saltare sul Tipo4 era abbastanza avanti con un programma di berlina alto di gamma a trazione posteriore e cambio in blocco con sospensioni anteriori e posteriori a quadrilateri deformabili e motori i classici V6 e alla base della gamma il classico Twin Spark però con testata a 16 valvole... questo ricordo imho ,,,,,,,,,,,,,,
CHEVROLET CRUZE che ne dite?,https://forum.quattroruote.it/threads/chevrolet-cruze-che-ne-dite.2101/,2009-04-25 00:00:00,alex.au,,Finalmente una gran bella 3 volumi ad un prezzo accettabile ! Scusate ma io ho varie mane tra cui la forma a tre volumi dell'auto e questa è davvero bella. Comunque dove la faranno ? P.S. Spettacolare la plancia. Magari con un po' di legno tipo Insignia... Comunque davvero molto americana sembra ripresa dalla Malibu auto che a parer mio ha anche numerose somiglianze con la Opel sopracitata... ,,,,,,,,,,,,,,
Raduno auto elettriche EV Team Rally di Imola 19/5/19,https://www.forumelettrico.it/forum/topic5550.html?sid=9b3d6660a00250109c0902db2fb0b90b,2019-05-06 10:11:00,marco,,Eh infatti si sovrappone a questo > inaugurazione-fast-dc-50kw-castegnato-bs-19-05-ore-15-00-t5529.htmlIo andrò comunque a sud semplicemente perché lì al nord siete già in tanti elettrizzati ,,,,,,,,,,,,,,
Mondiale F.1 - GP del Brasile 2018,https://forum.quattroruote.it/threads/mondiale-f-1-gp-del-brasile-2018.119252/page-11,2018-11-12 00:00:00,pilota54,'Secondo me proprio Leclerc che era a soli 2/3 decimi al giro dagli altri e capitava facesse un paio di giri sugli stessi temp faceva capire come Ferrari e Mercedes fossero lente in assoluto. Red bull più veloci ma i motori erano ben più giovan specie quello di ricciardo.',Leclerc alla fine è arrivato a 17 secondi da Vettel. Vero che Seb ha fatto 2 soste ma comunque dopo la seconda sosta aveva gomme performanti quindi non ha perso tanto tempo. ,,,,,,,,,,,,,,
Hyundai i30 2011,https://www.autopareri.com/forums/topic/44149-hyundai-i30-2011?&page=3#comments,2011-09-06 13:13:31,adnew,,Bella dentro e fuori ! ,,,,,,,,,,,,,,
Qual'è il modello piu' affidabile?,https://forum.quattroruote.it/threads/qual%C3%A8-il-modello-piu-affidabile.112450/,2017-10-26 00:00:00,A-80,,No del 2017 tendenzialmente no ,,,,,,,,,,,,,,
Prospettive passate e future per Lancia,https://www.autopareri.com/forums/topic/59430-prospettive-passate-e-future-per-lancia?&page=57#comments,2017-07-28 08:07:34,stev66,,mi spiace no . Lancia Delta debutta nel 1979 con un motore da 1301 cm da 78 CV ed un 1498 da 85 Cv. Derivati da quelli di Ritmo ( Lampredi monoalbero ) ma con alberi a camme e fasature proprie. La 1600 GT ( Lampredi bialbero ) arrverà solo nel 1983. Ribadisco nel 1979 ( al lancio ) 1.6 sui 90/100 CV ce ne erano pochi ( su Escort MkII e Kadett D ) . in pratica si saltava dai 1.5 alle varie GT ed RS. il motore di punta su Alfasud ( e solo sulla Ti 3p ) era il 1490 85 Cv. Ritmo 105 TC Abarth era appunto una sportiva 3p non una Gran Turismo. E' invece giusto il fatto che dal 1979 al 1983 tutte le concorrenti si evolveranno ed introdurranno 1.5 /1.6 sui 110 CV . a questo punto Lancia risponderà con il bialbero . ,,,,,,,,,,,,,,
Hyundai i30 N - i30 N Fastback,https://forum.quattroruote.it/threads/hyundai-i30-n-i30-n-fastback.111294/page-4,2017-08-03 00:00:00,moogpsycho,"'Se ho interpretato bene il pensiero del colleg che in tal caso condivid la Hyundai non ha una linea particolarmente ""avanzata"" e vistos insomma sotto questo aspetto non fa gridare al miracolo. Ma anche concorrenti come la Golf R o la Seat Leon Cupra hanno linee abbastanza convenzionali e ""discrete"". Forse la Renault Megane RS ha una connotazione più sportiva. Poi conclude dicendo che comunque la Hyundai fa bene a proporre (finalmente) una vettura dalle elevate prestazion considerando anche l'impegno nel campionato del mondo rally (WRC che la vede protagonista.'",hai interpretato perfettamente Pilota ,,,,,,,,,,,,,,
Gallery  996 & 997,http://www.porschemania.it/discus/messages/10548/261599.html?1336976088,2012-05-12 13:58:00,deme911,,aggiunta 996 Carrera Cabrio di migliagigi ,,,,,,,,,,,,,,
Alfa Romeo Stelvio 2017,https://www.autopareri.com/forums/topic/62477-alfa-romeo-stelvio-2017?&page=101#comments,2017-02-17 08:35:44,Cosimo,,Cito: si son dimenticati un differenziale a naso lo schema pare lo stesso. Cambieranno probabilmente componenti e dimensionamenti dovuti all'utilizzo di telai e motori diversi ma lo schema generale credo sia lo stesso per entrambe Cazzo... Una volta era la prima cosa che divulgavano adesso devi cercare le informazioni ( fumose ) in mezzo alle brosciur dell'infotainment ,,,,,,,,,,,,,,
Auguri MiTo!,https://forum.quattroruote.it/threads/auguri-mito.115509/page-2,2018-03-20 00:00:00,rob33,,Come ho già avuto modo di dire la mia compagna l'ha voluta per sostituire la sua Lancia Y. Io puntavo sulla nuova a Y 5 porte all'epoca appena uscita.. invece la mia compagna dopo averle provate ha scelto senza indugio la mito. Pur con lo stesso motore 1.3 jtd da 95cv la mito era molto più macchina... gran tenuta sterzo comunicativo e ottimi freni. Io non ero convinto del frontale.. ma una volta fatto l'occhio l'ho apprezzata di più..e si distingueva dal resto delle compatte. La ricordiamo ancora con nostalgia.. Credo che se ci fosse la giusta liquidità sarebbe giusto darle un erede. Sarebbe un ottimo modo per avvicinare i giovani al marchio..e un'ottima seconda auto sfiziosa per chi ha già un'Alfa 'grande' ,,,,,,,,,,,,,,
FPT - 1.6 Multijet EURO 6 120 CV,https://www.autopareri.com/forums/topic/59484-fpt-16-multijet-euro-6-120-cv?&page=7#comments,2016-11-07 09:33:35,stev66,,Forse non è ancora chiaro lo tsunami di $materia_organica_anfibia che sta arrivando nel mondo dei diesel che renderà I diesel con Potenza unitaria alta attuali come il Dodo . ,,,,,,,,,,,,,,
tagliando truffa,https://forum.quattroruote.it/threads/tagliando-truffa.26463/,2010-03-27 00:00:00,Rugo,"""ragazzi c'è una legge che tutela i consumatori che autorizza a non farsi spennar che dice chiaramente che la GARANZIA NON DECADE se si fanno i tagliandi a determinate condizioni fuori dalla rete ufficiale . scusate ragazzi ma sono discorsi da chi ha speso 2450? per prendersi un FOLLETTO perchè costa un sacco quando ha le stesse prestazioni di una HOOVER che costa 100? siccome quella costa di + allora è meglio. """,Sarà come dici tu ma ho sentito troppa gente che nonostante la legge non è riuscita a far valere i propri diritti ! Si è dovuti ricorrere a vie legali tempi lunghissimi è intanto i malcapitati erano a piedi ! Ribadisco preferisco spendere qualcosa in piu ma al momento opportuno essere assistito come si deve soccorso stradale auto di cortesia etc... ,,,,,,,,,,,,,,
Kia Sportage (Topic Ufficiale - 2010),https://www.autopareri.com/forums/topic/36943-kia-sportage-topic-ufficiale-2010?&page=184#comments,2011-02-10 19:23:31,diablo700,,"ciao Lunamax. la Smart Key và inserita nel vano del bracciolo solo nel momento in cui la macchina non parte schiacciando il tasto start/stop se dopo vari tentativi non ne vuole sapere di partire allora occorre inserirla lì il tasto start/stop è solo in abbinamento alla chiave: fan parte di un'unico abbinamento ciao e buona serata hai ragione Bubi : gli sguardi non mancano e quando parcheggi non mancano le persone che si avvicinano per vederla e chiedere informazioni forse il fatto di non essere pubblicizzata la rende ancora più interessante per coloro che non l'hanno mai vista o....vista solo sulle riviste di settore erano anni che non mi succedeva di avere un'auto così ""ammirata"" ",,,,,,,,,,,,,,
Vendita serie 5,https://www.bmwpassion.com/forum/threads/vendita-serie-5.126428/,2009-02-03 00:00:00,325Ci,"""Continuo a faticare a comprendere il significato delle tue parole.Credo ad ogni modo che il giorno di presentazione di una vettura sia un momento di pubblicità piu' che di contrattualizzazione... da non venditore.. gia' mi sembrerebbe strano che uno voglia dare dentro due auto per prenderne una. ( ripeto sempre se ho ben interpretato il tuo lessico )""",ieri sono stato alla presentazione della nuova serie 5 presso la concessionaria autoeur di badia a settimo con l'intendo di guardarla e magari aquistarla dando indietro la mia auto e quella di mio padre ! ! che dire sono entrato alle 18.00 e c'erano due venditori appoggiati su una scrivania mi hanno guardato con llo sguardo un po storto cosi ho guardato la auto da solo e ho chiesto come funzionava il discorso del parcheggio cosi mi hanno risposto a freddo ! ! non avevono nessun entusiasmo a venderla ed io visto che spendo soldi vorrei rispetto e attenzioni pultroppo a loro non interessava e io tantomeno a fare l'affare con loro ! ! devo dire che con la crisi si comportano proprio male ! ! ! secondo me devono fare solo assistenza alla bmw ! ! comunque la macchina l'aquistero presso l'autoe'di pistoia anche se sono li stessi soci li sono davvero entusiasmi e voglia di venderle soprattutto il venditore Daniele A.......DANIELE CONTINUA COSI E FARAI OTTIMI GUADAGNI. ,,,,,,,,,,,,,,
la cattiva idea del volante piccolo,https://forum.quattroruote.it/threads/la-cattiva-idea-del-volante-piccolo.93368/page-3,2015-02-10 00:00:00,fabiologgia,"""Ho visto che quel volante è presente sulla 30 ma non l'ho guidata. Sono stato invece sulla 208 e 2008 e confermo che su quelle aut specialmente per le persone di una certa statur la parte superiore del volante copre la vista del quadro strument e non si può alzare perchè più in alto non v e neppure si può abbassare perchè andrebbe a finire in mezzo alle ginocchia di chi guida. Premetto che ho lavorato a lungo come tecnico in grandi aziend e ho qualche esperienza di come si passa dalla progettazione alla produzione industriale. Detto quest come si sia giunti a portare in produzione di serie una cosa del genere resta per me un mistero.""","Fino alla fine degli anni '60 le auto avevano quasi sempre la leva del cambio al volante ed il sedile anteriore a panca unica. Poi la leva del cambio venne spostata fu messa la cosiddetta ""cloche"" tra i sedili alcuni ( Alfa per esempio ) avevano leve lunghissime e molto inclinate con giunto di innesto molto spostato in avanti altri avevano leve corte e dritte con giunto proprio sotto la leva tutte le leve però stavano sul pavimento tra i due sedili anteriori. Oggi la moda è quella di portare la leva del cambio sulla plancia in modo da liberare lo spazio tra i sedili anteriori e metterci ad esempio una bella consolle centrale con portabottiglie e amenità varie. In ogni passaggio c'è stato chi ha salutato la novità con entusiasmo e l'ha apprezzata e chi invece rimpiangeva i bei tempi andati. Per il volante piccolo e basso delle ultime Peugeot è la stessa identica cosa. E' una novità non c'è dubbio e come tutte le medaglie di questo mondo ha due facce. Ha pregi e difetti c'è a chi piace e chi invece non lo sopporta. Non esiste il giusto e lo sbagliato esistono gusti diversi ed abitudini diverse. Io l'ho provato e mi piace ma posso capire perfettamente che a te non vada affatto a genio. Nessuno ti obbliga a comprare la Peugeot e se quel particolare per te è sufficiente a voltare lo sguardo altrove sei liberissimo di farlo. Non è altrettanto giusto pretendere che la Peugeot nel progettare le sue auto tenga conto solo delle tue esigenze o che si metta a fare la 208 anche col volante alto e grande perché a te non piace. E' come se io pretendessi che la Fiat realizzasse una Punto col cambio al volante solo perché a me piace molto così e lo preferisco alla cloche. La Peugeot ha proposto una novità. Chi la apprezza ne è contento chi l'ha provata di solito la gradisce in tutti i casi i numeri di vendita dimostrano che piace o che se non piace non è motivo sufficiente per non comprare quell'auto. Ma siccome siamo in libertà tu sei liberissimo di pensarla diversamente e di comprare altre auto esattamente come la Peugeot ha la libertà di fare le auto come piacciono ai suoi clienti. Saluti ",,,,,,,,,,,,,,
CR-V E...H-RV,https://forum.quattroruote.it/threads/cr-v-e-h-rv.108599/,2017-02-04 00:00:00,giulio240172,,. Grazie. in effetti sul web a la spezia ho visto qualche offerta km o già con imp gas montato dal rivenditore. Se lo montano credo che andrà bene no ? Ci sono controindicazioni su imp gas per questo tipo di motore ? ,,,,,,,,,,,,,,
Scandalosa BMW Brescia Parte 2,https://www.bmwpassion.com/forum/threads/scandalosa-bmw-brescia-parte-2.50807/,2005-11-03 00:00:00,andrealeon,,Vi ricordate la storia della sipia AIRBAG ? La cara concessionaria Nanni Nember ne ha combinata una pazzesca....Cica 8 mesi fa porto la macchina 535D SW perchè ho il tetto panoramico che non si chiude prima diagnosi una guida si è rotta. Tengono la macchina ferma circa 10 gg alla fine decidono di ordinare il tetto nuovo ! Aspetta il tetto per 30 gg riescono a darmi una macchina sostitutiva ( Fiat Croma ) per quel periodo ! Vado a ritirare la macchina salgo e c'è tutto il tetto e montanti sporchi di manacce nere... Gli dico pulitemi la macchina tigliete quelle manacce vado a ritirarla fattura intervento in garanzia + 100 lavaggio macchina ... Credetemi l'ho pagato perchè sono rimasto senza parole ... Non ho detto niente ma ho tirato ..Pensando nanni nember addio ! Dopo 8 mesi porto la macchina per modificare due casse sotto il sedile tolgono il sedile e sotto la moquette c'è l'acqua ma non poca tutto pieno ... Morale della favola € 200 carrozziere che mi smonta la macchina e prova con la canna dell'acqua a fare delle prove si erano dimenticati di collegare i tubi di sfiato alla slitta del tettuccio così l'acqua entrava nell abitacolo dalla parte ant .... Ho chiamato il service nanni ho parlato con il solito *****ne che mi ha risposto che era impossibile ... per la disperazione ho lasciato perdere ma nanni nember non esisterà più per me ! ,,,,,,,,,,,,,,
Acquistare da un concessionario a 500km di distanza: controindicazioni?,https://forum.quattroruote.it/threads/acquistare-da-un-concessionario-a-500km-di-distanza-controindicazioni.92318/,2014-11-20 00:00:00,Gilliam,,Grazie mille Eneagatto. Dunque se ho capito bene il tuo discorso potrei tranquillamente comprare una Volvo nuova a 500 km da casa mia e poi usare per manutenzione tagliandi eventuali problemi in garanzia l'officina della rete Volvo più vicina a me avendo però l'accortezza di usare sempre la stessa e non di cambiare di volta in volta corretto ? ,,,,,,,,,,,,,,
Abarth Grande Punto (Topic Ufficiale - 2007),https://www.autopareri.com/forums/topic/25060-abarth-grande-punto-topic-ufficiale-2007?&page=52#comments,2007-11-18 20:27:47,Starboy,,Quoto. Io sono un difensore delle Fiat ma certe cose vanno sottolineate. La GPunto Abarth non è una versione particolareggiata della GPunto comune. E' un marchio a sè stante. Infatti è Abarth GPunto. Secondo me l'errore di fondo c'è. La vogliono fare sportiva e potente cioè potente ma senza potenza. Secondo me avrebbe dovuto avere 200cv in modo tale da stare una spanna sopra tutti gli altri concorrenti. Ora invece non è così. La Gpunto Abarth è perfettamente in linea con le versioni sportive della Swift Yaris ecc. Hanno sprecato un'occasione. Quindi è in linea. Non è al di sopra delle altre ,,,,,,,,,,,,,,
Test Drive nuova Honda Civic X,https://forum.quattroruote.it/threads/test-drive-nuova-honda-civic-x.109405/page-26,2017-04-11 00:00:00,NEWsuper5,'EDIT MOD...',"Quale parte del ""Alla prossima BAN definitivo"" non è chiara ? Non sarà tollerato nessun altro messaggio di questo tipo. ",,,,,,,,,,,,,,
Mondiale F.1 - GP di Spagna,https://forum.quattroruote.it/threads/mondiale-f-1-gp-di-spagna.116420/page-15,2018-05-15 00:00:00,ubaldo94,"'Il fatto è che la Ferrari ha fermato Vettel per il primo pit al 18° gir decisamente troppo presto. Ciò non per una eccessiva usura delle gomme ma per ""coprirsi"" da un eventuale undercut di Bottas (che era dietro a circa 1.5 secondi). Per me una stupidat perchè Bottas non si sarebbe mai fermato così presto. Chiaramente quella sosta anticipata ha determinato una seconda sosta.'",allora non si spiega come dopo il secondo Pit stop non abbia recuperato su VER ( pure danneggiato ) . Che poi VET finisse davanti a BOT tutto da dimostrare visti i tempi alla fine dello stesso BOT : con i se e i ma la storia non si è mai fatta e non esiste neppure un campionato del mondo dei se e dei ma ,,,,,,,,,,,,,,
